Season,Episode,Episode Title,Name,tokens
3,9,The Rains of Castamere,bran stark,['nt']
3,9,The Rains of Castamere,osha,"['family', 'took', 'good', 'cause', 'shhh', 'fine', 'umber', 'great', 'warrior', 'even', 'heard', 'growing', 'teach', 'swing', 'sword']"
3,9,The Rains of Castamere,rickon,"['know', 'swing', 'sword']"
3,9,The Rains of Castamere,bran stark,"['leaving', 'middle', 'night']"
3,9,The Rains of Castamere,osha,"['learned', 'walk', 'darkness']"
3,9,The Rains of Castamere,osha,"['say', 'goodbye', 'little', 'man']"
3,9,The Rains of Castamere,osha,"['keep', 'one', 'safe', 'mean', 'world']"
3,9,The Rains of Castamere,daenerys targaryen,"['waiting', 'long', 'time', 'nt', 'well', 'nt', 'know', 'tell', 'long', 'take', 'sack', 'city']"
3,9,The Rains of Castamere,jorah mormont,"['said', 'believe', 'late', 'slave', 'soldier', 'threw', 'spear', 'surrendered']"
3,9,The Rains of Castamere,daenerys targaryen,"['daario', 'naharis']"
3,9,The Rains of Castamere,daario,"['city', 'queen']"
3,9,The Rains of Castamere,talisa,"['good', 'nt']"
3,9,The Rains of Castamere,lothar,"['ought', 'cost', 'enough']"
3,9,The Rains of Castamere,blackfish,"['look', 'crowd']"
3,9,The Rains of Castamere,catelyn stark,"['complained', 'marriage', 'entire', 'ride', 'riverrun', 'look']"
3,9,The Rains of Castamere,blackfish,"['godo', 'love', 'reward', 'fool']"
3,9,The Rains of Castamere,catelyn stark,['uncle']
3,9,The Rains of Castamere,blackfish,"['nephew', 'love', 'damned', 'fool']"
3,9,The Rains of Castamere,catelyn stark,"['nt', 'drink', 'lord', 'bolton']"
3,9,The Rains of Castamere,roose,"['never', 'lady', 'dulls', 'sens']"
3,9,The Rains of Castamere,blackfish,"['point', 'nt', 'marry', 'one', 'frey', 'girl']"
3,9,The Rains of Castamere,roose,"['aye', 'lord', 'walder', 'let', 'choose', 'granddaughter', 'promised', 'girl', 'weight', 'silver', 'dowry', 'fat', 'young', 'bride']"
3,9,The Rains of Castamere,catelyn stark,"['hope', 'make', 'happy']"
3,9,The Rains of Castamere,roose,"['well', 'made', 'rich']"
3,9,The Rains of Castamere,blackfish,"['pardon', 'lord', 'lady', 'need', 'find', 'tree', 'piss']"
3,9,The Rains of Castamere,robb stark,"['mother', 'alone', 'roose', 'bolton', 'rescue']"
3,9,The Rains of Castamere,talisa,"['mother', 'le', 'need', 'rescue', 'woman', 'ever', 'met']"
3,9,The Rains of Castamere,robb stark,"['kind', 'finally', 'starting', 'like']"
3,9,The Rains of Castamere,talisa,"['like', 'way', 'would', 'back', 'volantis', 'playing', 'harp', 'would', 'sitting', 'eating', 'blackberry', 'roslin', 'frey', 'hand']"
3,9,The Rains of Castamere,robb stark,"['perhaps', 'made', 'terrible', 'mistake']"
3,9,The Rains of Castamere,robb stark,"['striking', 'king', 'act', 'treason']"
3,9,The Rains of Castamere,talisa,"['nt', 'nt', 'insult']"
3,9,The Rains of Castamere,walder,['grace']
3,9,The Rains of Castamere,walder,"['septon', 'prayed', 'prayer', 'word', 'said', 'lord', 'edmure', 'wrapped', 'daughter', 'cloak', 'yet', 'man', 'wife', 'sword', 'need', 'sheath', 'wedding', 'need', 'bedding', 'sire', 'say']"
3,9,The Rains of Castamere,everybody,"['bed', 'bed', 'bed']"
3,9,The Rains of Castamere,robb stark,"['think', 'time', 'right', 'lord', 'walder', 'mean', 'let', 'u', 'bed']"
3,9,The Rains of Castamere,edmure,"['hoho', 'careful', 'lady', 'set', 'monster', 'free', 'caging']"
3,9,The Rains of Castamere,catelyn stark,"['poor', 'girl']"
3,9,The Rains of Castamere,roose,"['every', 'bride', 'suffers', 'sure', 'endured', 'grace']"
3,9,The Rains of Castamere,catelyn stark,"['oh', 'ned', 'forbade', 'said', 'would', 'nt', 'right', 'broke', 'man', 'jaw', 'wedding', 'night']"
3,9,The Rains of Castamere,talisa,"['strange', 'custom']"
3,9,The Rains of Castamere,robb stark,"['suppose', 'seem', 'strange', 'foreigner', 'perspective']"
3,9,The Rains of Castamere,talisa,"['seems', 'normal']"
3,9,The Rains of Castamere,robb stark,"['tradition', 'without', 'bedding', 'ceremony', 'real', 'proof', 'lord', 'lady', 'consummated', 'marriage']"
3,9,The Rains of Castamere,talisa,"['way', 'providing', 'proof']"
3,9,The Rains of Castamere,robb stark,"['boy', 'girl']"
3,9,The Rains of Castamere,talisa,"['nt', 'know', 'boy', 'know', 'name']"
3,9,The Rains of Castamere,robb stark,"['oh', 'seems', 'father', 'say', 'son', 'naming']"
3,9,The Rains of Castamere,talisa,"['eddard', 'nt', 'want', 'teach', 'little', 'ned', 'stark', 'ride', 'horse']"
3,9,The Rains of Castamere,robb stark,[]
3,9,The Rains of Castamere,sandor clegane,"['whoa', 'whoa', 'whoa', 'whoa']"
3,9,The Rains of Castamere,frey guard,['going']
3,9,The Rains of Castamere,sandor clegane,"['got', 'salt', 'pork', 'feast']"
3,9,The Rains of Castamere,frey guard,['feast']
3,9,The Rains of Castamere,sandor clegane,"['nt', 'sound', 'like']"
3,9,The Rains of Castamere,frey guard,"['tell', 'turn', 'cart', 'around', 'get', 'hell']"
3,9,The Rains of Castamere,sandor clegane,"['got', 'pig', 'foot']"
3,9,The Rains of Castamere,frey guard,"['soft', 'head', 'turn', 'cart', 'around']"
3,9,The Rains of Castamere,walder,"['feel', 'remiss', 'duty']"
3,9,The Rains of Castamere,walder,"['given', 'meat', 'wine', 'music', 'nt', 'shown', 'hospitality', 'deserve', 'king', 'married', 'owe', 'new', 'queen', 'wedding', 'gift']"
3,9,The Rains of Castamere,catelyn stark,['robb']
3,9,The Rains of Castamere,man,"['ready', 'head', 'home', 'winterfell', 'eh']"
3,9,The Rains of Castamere,man,"['feast', 'yet']"
3,9,The Rains of Castamere,frey man,['aye']
3,9,The Rains of Castamere,sandor clegane,['late']
3,9,The Rains of Castamere,walder,"['king', 'north', 'arises', 'heh', 'heh']"
3,9,The Rains of Castamere,catelyn stark,"['lord', 'walder', 'lord', 'walder', 'enough', 'let', 'end', 'please', 'son', 'first', 'son', 'let', 'go', 'swear', 'forget', 'swear', 'old', 'god', 'new', 'take', 'vengeance']"
3,9,The Rains of Castamere,walder,"['already', 'swore', 'one', 'oath', 'right', 'castle', 'swore', 'god', 'son', 'would', 'marry', 'daughter']"
3,9,The Rains of Castamere,catelyn stark,"['take', 'hostage', 'let', 'robb', 'go', 'robb', 'get', 'get', 'walk', 'please', 'please']"
3,9,The Rains of Castamere,walder,"['would', 'let']"
3,9,The Rains of Castamere,catelyn stark,"['honor', 'tully', 'honor', 'stark', 'let', 'go', 'cut', 'wife', 'throat']"
3,9,The Rains of Castamere,walder,"['find', 'another']"
3,9,The Rains of Castamere,robb stark,['mother']
3,9,The Rains of Castamere,roose,"['lannisters', 'send', 'regard']"
3,10,Mhysa,man,['late']
3,10,Mhysa,man,"['yah', 'yah']"
3,10,Mhysa,man,"['go', 'move']"
3,10,Mhysa,frey men,"['king', 'north', 'king', 'north', 'king', 'north', 'king', 'north']"
3,10,Mhysa,frey men,"['king', 'north', 'king', 'north']"
3,10,Mhysa,frey man,"['come', 'king', 'north', 'come', 'king', 'north']"
3,10,Mhysa,frey man,['come']
3,10,Mhysa,tyrion lannister,"['hmm', 'ser', 'eldrick', 'sarsfield', 'lord', 'desmond', 'crakehall', 'ser', 'eldrick', 'sarsfield', 'lord', 'desmond', 'crakehall']"
3,10,Mhysa,sansa stark,[]
3,10,Mhysa,tyrion lannister,['list']
3,10,Mhysa,sansa stark,"['list', 'people', 'mean', 'kill']"
3,10,Mhysa,tyrion lannister,"['laughing', 'look', 'like', 'joffrey', 'death', 'seems', 'bit', 'extreme', 'fear', 'death', 'hand']"
3,10,Mhysa,sansa stark,"['learn', 'ignore']"
3,10,Mhysa,tyrion lannister,"['lady', 'people', 'laughing', 'far', 'longer', 'laughing', 'halfman', 'demon', 'monkey', 'imp']"
3,10,Mhysa,sansa stark,"['lannister', 'disgraced', 'daughter', 'traitor', 'ned', 'stark']"
3,10,Mhysa,tyrion lannister,"['disgraced', 'daughter', 'demon', 'monkey', 'perfect']"
3,10,Mhysa,sansa stark,['punish']
3,10,Mhysa,tyrion lannister,[]
3,10,Mhysa,sansa stark,"['ser', 'eldrick', 'sarsfield', 'lord', 'desmond', 'crakehall']"
3,10,Mhysa,tyrion lannister,"['ah', 'could', 'speak', 'lord', 'varys', 'learn', 'perversion', 'anyone', 'named', 'desmond', 'crakehall', 'must', 'pervert']"
3,10,Mhysa,sansa stark,"['hear', 'pervert']"
3,10,Mhysa,tyrion lannister,"['imp', 'certain', 'standard', 'maintain']"
3,10,Mhysa,sansa stark,"['could', 'sheep', 'shift', 'lord', 'desmondo', 'bed', 'cut', 'little', 'hole', 'mattress', 'stuff', 'sheep', 'dung', 'inside', 'sew', 'hole', 'make', 'bed', 'room', 'stink', 'wo', 'nt', 'know', 'coming']"
3,10,Mhysa,tyrion lannister,"['lady', 'sansa']"
3,10,Mhysa,sansa stark,"['sister', 'used', 'angry', 'always', 'angry']"
3,10,Mhysa,tyrion lannister,"['sheep', 'shift']"
3,10,Mhysa,sansa stark,"['vulgar', 'word', 'dung']"
3,10,Mhysa,tyrion lannister,['lady']
3,10,Mhysa,sansa stark,"['well', 'asked']"
3,10,Mhysa,girl,['oh']
3,10,Mhysa,podrick,"['lord', 'lady', 'father', 'called', 'meeting', 'small', 'council']"
3,10,Mhysa,tyrion lannister,"['killed', 'puppy', 'today']"
3,10,Mhysa,joffrey lannister,"['show', 'come', 'show']"
3,10,Mhysa,pycelle,"['oh', 'apology', 'lord', 'old', 'finger']"
3,10,Mhysa,tyrion lannister,"['roslin', 'caught', 'fine', 'fat', 'trout', 'brother', 'gave', 'pair', 'wolf', 'pelt', 'wedding', 'signed', 'walder', 'frey', 'bad', 'poetry', 'supposed', 'mean', 'something']"
3,10,Mhysa,joffrey lannister,"['robb', 'stark', 'dead', 'bitch', 'mother', 'write', 'back', 'lord', 'frey', 'thank', 'service', 'command', 'send', 'robb', 'stark', 'head', 'going', 'serve', 'sansa', 'wedding', 'feast']"
3,10,Mhysa,varys,"['grace', 'lady', 'sansa', 'aunt', 'marriage']"
3,10,Mhysa,cersei lannister,"['joke', 'joffrey', 'mean']"
3,10,Mhysa,joffrey lannister,"['yes', 'going', 'served', 'sansa', 'wedding', 'feast']"
3,10,Mhysa,tyrion lannister,"['longer', 'torment']"
3,10,Mhysa,joffrey lannister,"['everyone', 'mine', 'torment', 'well', 'remember', 'little', 'monster']"
3,10,Mhysa,tyrion lannister,"['oh', 'monster', 'perhaps', 'speak', 'softly', 'monster', 'dangerous', 'king', 'dying', 'like', 'fly']"
3,10,Mhysa,joffrey lannister,"['could', 'tongue', 'saying']"
3,10,Mhysa,cersei lannister,"['let', 'make', 'threat', 'hmm', 'bitter', 'little', 'man']"
3,10,Mhysa,pycelle,"['lord', 'tyrion', 'apologize', 'immediately', 'unacceptable', 'disrespectful', 'bad', 'taste']"
3,10,Mhysa,joffrey lannister,"['king', 'punish']"
3,10,Mhysa,tywin lannister,"['man', 'must', 'say', 'king', 'true', 'king', 'make', 'sure', 'understand', 'war']"
3,10,Mhysa,joffrey lannister,"['father', 'real', 'war', 'killed', 'prince', 'rhaegar', 'took', 'crown', 'hid', 'casterly', 'rock']"
3,10,Mhysa,tywin lannister,"['king', 'tired', 'see', 'chamber']"
3,10,Mhysa,cersei lannister,"['come', 'along']"
3,10,Mhysa,joffrey lannister,['tired']
3,10,Mhysa,cersei lannister,"['much', 'celebrate', 'wedding', 'plan', 'must', 'rest']"
3,10,Mhysa,tywin lannister,"['grand', 'maester', 'perhaps', 'essence', 'nightshade', 'help', 'sleep']"
3,10,Mhysa,joffrey lannister,['tired']
3,10,Mhysa,cersei lannister,['come']
3,10,Mhysa,tywin lannister,[]
3,10,Mhysa,tyrion lannister,"['sent', 'powerful', 'man', 'westeros', 'bed', 'without', 'supper']"
3,10,Mhysa,tywin lannister,"['fool', 'believe', 'powerful', 'man', 'westeros']"
3,10,Mhysa,tyrion lannister,"['treasonous', 'statement', 'joffrey', 'king']"
3,10,Mhysa,tywin lannister,"['really', 'think', 'crown', 'give', 'power']"
3,10,Mhysa,tyrion lannister,"['think', 'army', 'give', 'power']"
3,10,Mhysa,tywin lannister,['mmhmm']
3,10,Mhysa,tyrion lannister,"['robb', 'stark', 'one', 'never', 'lost', 'battle', 'defeated']"
3,10,Mhysa,tyrion lannister,"['oh', 'know', 'walder', 'frey', 'get', 'credit', 'blame', 'suppose', 'depending', 'allegiance', 'walder', 'frey', 'many', 'thing', 'brave', 'man', 'never', 'would', 'risked', 'action', 'nt', 'certain', 'assurance']"
3,10,Mhysa,tywin lannister,"['got', 'disapprove']"
3,10,Mhysa,tyrion lannister,"['cheating', 'war']"
3,10,Mhysa,tywin lannister,"['slaughter', 'wedding', 'explain', 'noble', 'kill', 'ten', 'thousand', 'men', 'battle', 'dozen', 'dinner']"
3,10,Mhysa,tyrion lannister,"['save', 'life']"
3,10,Mhysa,tywin lannister,"['end', 'war', 'protect', 'family', 'want', 'write', 'song', 'dead', 'starks', 'go', 'ahead', 'write', 'one', 'world', 'little', 'longer', 'defend', 'lannisters', 'defend', 'blood']"
3,10,Mhysa,tyrion lannister,"['northerner', 'never', 'forget']"
3,10,Mhysa,tywin lannister,"['good', 'let', 'remember', 'happens', 'march', 'south', 'stark', 'men', 'dead', 'winterfell', 'ruin', 'roose', 'bolton', 'named', 'warden', 'north', 'son', 'sansa', 'come', 'age']"
3,10,Mhysa,tywin lannister,"['believe', 'still', 'work', 'score']"
3,10,Mhysa,tyrion lannister,"['think', 'open', 'leg', 'tell', 'murdered', 'mother', 'brother']"
3,10,Mhysa,tywin lannister,"['one', 'way', 'another', 'get', 'girl', 'pregnant']"
3,10,Mhysa,tyrion lannister,['rape']
3,10,Mhysa,tywin lannister,"['shall', 'explain', 'one', 'easy', 'lesson', 'world', 'work']"
3,10,Mhysa,tyrion lannister,"['use', 'small', 'word', 'bright']"
3,10,Mhysa,tywin lannister,"['house', 'put', 'family', 'first', 'always', 'defeat', 'house', 'put', 'whim', 'wish', 'son', 'daughter', 'first', 'good', 'man', 'everything', 'power', 'better', 'family', 'position', 'regardless', 'selfish', 'desire']"
3,10,Mhysa,tywin lannister,['amuse']
3,10,Mhysa,tyrion lannister,"['good', 'lesson', 'easy', 'preach', 'utter', 'devotion', 'family', 'making', 'decision']"
3,10,Mhysa,tywin lannister,['easy']
3,10,Mhysa,tyrion lannister,"['ever', 'done', 'something', 'nt', 'interest', 'solely', 'benefit', 'family']"
3,10,Mhysa,tywin lannister,"['day', 'born', 'wanted', 'carry', 'sea', 'let', 'wave', 'wash', 'away', 'instead', 'let', 'live', 'brought', 'son', 'lannister']"
3,10,Mhysa,tyrion lannister,['sansa']
3,10,Mhysa,meera,['empty']
3,10,Mhysa,jojen,"['let', 'find', 'place', 'sleep']"
3,10,Mhysa,hodor,"['hodor', 'hodor']"
3,10,Mhysa,bran stark,"['nt', 'hodor']"
3,10,Mhysa,bran stark,"['maybe', 'nt', 'stay']"
3,10,Mhysa,meera,['rather']
3,10,Mhysa,bran stark,"['lot', 'story', 'place', 'horrible', 'story']"
3,10,Mhysa,jojen,"['always', 'quite', 'liked', 'horrible', 'story']"
3,10,Mhysa,bran stark,[]
3,10,Mhysa,bran stark,"['ever', 'heard', 'rat', 'cook']"
3,10,Mhysa,meera,[]
3,10,Mhysa,bran stark,"['cook', 'night', 'watch', 'angry', 'king', 'something', 'nt', 'remember', 'king', 'visiting', 'nightfort', 'cook', 'killed', 'king', 'son', 'cooked', 'big', 'pie', 'onion', 'carrot', 'mushroom', 'bacon', 'night', 'served', 'pie', 'king', 'liked', 'taste', 'son', 'much', 'asked', 'second', 'slice', 'god', 'turned', 'cook', 'giant', 'white', 'rat', 'could', 'eat', 'young', 'roaming', 'nightfort', 'ever', 'since', 'devouring', 'baby', 'matter', 'always', 'hungry']"
3,10,Mhysa,meera,"['god', 'turned', 'every', 'killer', 'giant', 'white', 'rat']"
3,10,Mhysa,bran stark,"['nt', 'murder', 'god', 'cursed', 'rat', 'cook', 'serving', 'king', 'son', 'pie', 'killed', 'guest', 'beneath', 'roof', 'something', 'god', 'ca', 'nt', 'forgive']"
3,10,Mhysa,walder frey,"['late', 'walder', 'frey', 'old', 'hoster', 'called', 'nt', 'get', 'men', 'trident', 'time', 'battle', 'thought', 'witty', 'look', 'u', 'tully', 'dead', 'daughter', 'catelyn', 'dead', 'grandson', 'dead', 'son', 'spent', 'wedding', 'night', 'dungeon', 'lord', 'riverrun']"
3,10,Mhysa,roose bolton,"['blackfish', 'escaped']"
3,10,Mhysa,walder frey,"['old', 'man', 'run', 'ally', 'tywin', 'lannister', 'backing']"
3,10,Mhysa,roose bolton,['say']
3,10,Mhysa,walder frey,"['laughed', 'high', 'lord', 'thought', 'better', 'ned', 'stark', 'hoster', 'tully', 'people', 'snigger', 'marry', 'young', 'girl', 'said', 'word', 'jon', 'arryn', 'married', 'little', 'tully', 'bitch']"
3,10,Mhysa,roose bolton,"['needing', 'new', 'young', 'girl']"
3,10,Mhysa,walder frey,"['yeah', 'got', 'look', 'forward']"
3,10,Mhysa,walder frey,"['warden', 'north', 'starks', 'bow', 'scrape', 'must', 'torture', 'following', 'stupid', 'boy', 'country']"
3,10,Mhysa,roose bolton,"['ignored', 'advice', 'every', 'turn', 'trifle', 'le', 'arrogant']"
3,10,Mhysa,walder frey,"['calling', 'young', 'wolf', 'pomposity']"
3,10,Mhysa,walder frey,"['well', 'young', 'wolf']"
3,10,Mhysa,roose bolton,"['forever', 'young']"
3,10,Mhysa,walder frey,"['move', 'winterfell', 'war']"
3,10,Mhysa,roose bolton,"['point', 'perhaps', 'winterfell', 'ruin']"
3,10,Mhysa,walder frey,"['yeah', 'happened', 'heard', 'greyjoy', 'boy', 'seized', 'place', 'heard', 'killed', 'raven', 'nothing']"
3,10,Mhysa,roose bolton,"['sent', 'bastard', 'ramsay', 'root', 'robb', 'stark', 'offered', 'amnesty', 'ironborn', 'gave', 'u', 'theon']"
3,10,Mhysa,walder frey,['oh']
3,10,Mhysa,roose bolton,"['ramsay', 'delivered', 'term', 'ironborn', 'turned', 'theon', 'knew', 'would', 'handed', 'trussed', 'hooded', 'ramsay', 'well', 'ramsay', 'way', 'thing']"
3,10,Mhysa,ramsay bolton,"['well', 'girl', 'nt', 'lying', 'goodsized', 'cock']"
3,10,Mhysa,ramsay bolton,"['pork', 'sausage', 'think', 'sort', 'savage']"
3,10,Mhysa,ramsay bolton,"['people', 'talk', 'phantom', 'limb', 'amputee', 'might', 'itch', 'foot', 'used', 'always', 'wondered', 'eunuch', 'phantom', 'cock']"
3,10,Mhysa,ramsay bolton,"['next', 'time', 'think', 'naked', 'girl', 'would', 'feel', 'itch']"
3,10,Mhysa,ramsay bolton,"['sorry', 'nt', 'make', 'joke', 'mother', 'taught', 'throw', 'stone', 'cripple']"
3,10,Mhysa,ramsay bolton,"['father', 'taught', 'aim', 'head']"
3,10,Mhysa,theon greyjoy,['kill']
3,10,Mhysa,ramsay bolton,['sorry']
3,10,Mhysa,ramsay bolton,"['little', 'louder']"
3,10,Mhysa,theon greyjoy,['kill']
3,10,Mhysa,ramsay bolton,"['good', 'dead', 'need']"
3,10,Mhysa,ramsay bolton,"['nt', 'look', 'like', 'theon', 'greyjoy', 'anymore', 'name', 'lord', 'lord', 'meat']"
3,10,Mhysa,ramsay bolton,"['stinking', 'meat']"
3,10,Mhysa,ramsay bolton,"['reek', 'reek', 'good', 'name', 'name']"
3,10,Mhysa,theon greyjoy,"['theon', 'greyjoy']"
3,10,Mhysa,ramsay bolton,['name']
3,10,Mhysa,theon greyjoy,"['th', 'theon', 'greyjoy']"
3,10,Mhysa,theon greyjoy,['please']
3,10,Mhysa,ramsay bolton,['name']
3,10,Mhysa,theon greyjoy,"['reek', 'name', 'reek']"
3,10,Mhysa,bran stark,['hodor']
3,10,Mhysa,sam,"['nt', 'kill']"
3,10,Mhysa,meera,[]
3,10,Mhysa,gilly,"['sam', 'sam']"
3,10,Mhysa,meera,[]
3,10,Mhysa,gilly,"['gilly', 'nt', 'hurt', 'u']"
3,10,Mhysa,jojen,['going']
3,10,Mhysa,sam,"['castle', 'black', 'brother', 'night', 'watch']"
3,10,Mhysa,bran stark,"['brother', 'night']"
3,10,Mhysa,jojen,['shush']
3,10,Mhysa,sam,['brother']
3,10,Mhysa,jojen,"['nt', 'matter']"
3,10,Mhysa,sam,"['jon', 'brother', 'one', 'fell', 'window']"
3,10,Mhysa,bran stark,[]
3,10,Mhysa,sam,"['around', 'ghost', 'enough', 'know', 'direwolf', 'see', 'one', 'heard', 'hodor']"
3,10,Mhysa,hodor,['hodor']
3,10,Mhysa,sam,"['dead', 'nt', 'jon', 'brother', 'brother', 'anything', 'help']"
3,10,Mhysa,bran stark,"['take', 'u', 'north', 'wall']"
3,10,Mhysa,sam,"['world', 'would', 'want', 'go']"
3,10,Mhysa,bran stark,"['nt', 'want']"
3,10,Mhysa,jojen,"['get', 'wall']"
3,10,Mhysa,meera,"['well', 'lead', 'underground', 'river', 'came']"
3,10,Mhysa,sam,"['come', 'u', 'step', 'carved', 'south', 'side', 'wall', 'hodor', 'carry', 'top', 'walk', 'straight', 'castle', 'black']"
3,10,Mhysa,gilly,"['come', 'u', 'nothing', 'north', 'death']"
3,10,Mhysa,sam,"['jon', 'alive', 'castle', 'black', 'safest', 'place']"
3,10,Mhysa,jojen,"['nowhere', 'safe', 'longer', 'know']"
3,10,Mhysa,sam,"['know', 'saw', 'saw', 'run', 'way']"
3,10,Mhysa,jojen,"['saw', 'white', 'walker', 'army', 'dead']"
3,10,Mhysa,sam,['know']
3,10,Mhysa,jojen,"['night', 'watch', 'ca', 'nt', 'stop', 'king', 'westeros', 'army', 'ca', 'nt', 'stop']"
3,10,Mhysa,sam,"['going', 'stop']"
3,10,Mhysa,bran stark,"['please', 'sam', 'go', 'north']"
3,10,Mhysa,balon,"['balon', 'greyjoy', 'lord', 'iron', 'island', 'invader', 'north', 'give', 'full', 'moon', 'order', 'ironborn', 'scum', 'north', 'back', 'shitstained', 'rock', 'call', 'home']"
3,10,Mhysa,balon,"['first', 'night', 'full', 'moon', 'hunt', 'every', 'islander', 'still', 'land', 'flay', 'living', 'way', 'flayed', 'twenty', 'ironborn', 'scum', 'found', 'winterfell', 'box', 'find', 'special', 'gift', 'theon', 'favorite', 'toy', 'cried', 'took', 'away']"
3,10,Mhysa,balon,"['leave', 'north', 'box', 'follow', 'theon', 'signed', 'ramsay', 'snow', 'naturalborn', 'son', 'roose', 'bolton', 'lord', 'dreadfort', 'warden', 'north', 'get', 'sight']"
3,10,Mhysa,balon,"['theon', 'disobeyed', 'order']"
3,10,Mhysa,balon,"['boy', 'fool', 'greyjoy', 'line', 'give', 'land', 'seized', 'stronghold', 'taken', 'get', 'away']"
3,10,Mhysa,yara greyjoy,['son']
3,10,Mhysa,balon,"['son', 'man', 'anymore']"
3,10,Mhysa,yara greyjoy,"['son', 'brother', 'greyjoy']"
3,10,Mhysa,balon,"['watch', 'made', 'decision']"
3,10,Mhysa,yara greyjoy,"['made', 'mine', 'going', 'pick', 'fastest', 'ship', 'fleet']"
3,10,Mhysa,yara greyjoy,"['going', 'choose', 'fifty', 'best', 'killer', 'iron', 'island']"
3,10,Mhysa,man,"['get', 'rope']"
3,10,Mhysa,yara greyjoy,"['going', 'sail', 'narrow', 'sea', 'way', 'weeping', 'water', 'going', 'march', 'dreadfort', 'going', 'find', 'little', 'brother', 'going', 'bring', 'home']"
3,10,Mhysa,bran stark,[]
3,10,Mhysa,jojen,['dragonglass']
3,10,Mhysa,sam,"['found', 'fist', 'someone', 'buried', 'long', 'time', 'ago', 'someone', 'wanted', 'u', 'find']"
3,10,Mhysa,bran stark,[]
3,10,Mhysa,sam,"['killing', 'white', 'walker']"
3,10,Mhysa,meera,['know']
3,10,Mhysa,gilly,"['walker', 'came', 'baby', 'sam']"
3,10,Mhysa,meera,"['one', 'killed', 'white', 'walker', 'thousand', 'year']"
3,10,Mhysa,sam,"['well', 'suppose', 'someone', 'first']"
3,10,Mhysa,bran stark,"['take', 'hodor']"
3,10,Mhysa,sam,"['archer', 'got', 'lucky', 'one', 'many', 'every', 'one', 'dead', 'men', 'could', 'count', 'wish', 'come', 'u']"
3,10,Mhysa,bran stark,"['wish', 'could', 'really']"
3,10,Mhysa,davos,['keeping']
3,10,Mhysa,gendry baratheon,"['great', 'never', 'better']"
3,10,Mhysa,davos,"['bit', 'blood']"
3,10,Mhysa,gendry baratheon,"['known', 'every', 'time', 'highborn', 'asks', 'name', 'trouble', 'really', 'people', 'million', 'different', 'way', 'get', 'want']"
3,10,Mhysa,davos,['highborn']
3,10,Mhysa,gendry baratheon,"['called', 'ser', 'heard']"
3,10,Mhysa,davos,"['recent', 'state', 'affair', 'born', 'flea', 'bottom', 'like']"
3,10,Mhysa,gendry baratheon,"['sure', 'friend', 'help']"
3,10,Mhysa,davos,"['lived', 'street', 'flour']"
3,10,Mhysa,gendry baratheon,"['far', 'close', 'red', 'keep']"
3,10,Mhysa,davos,"['shit', 'poured', 'privy', 'pipe', 'flowed', 'side', 'aegon', 'hill', 'along', 'tanner', 'row', 'right', 'front', 'front', 'door', 'gin', 'alley']"
3,10,Mhysa,gendry baratheon,"['gin', 'alley']"
3,10,Mhysa,davos,"['street', 'steel', 'armor', 'knight', 'pfft', 'lived', 'fancy', 'part', 'town', 'two', 'boy', 'flea', 'bottom', 'castle', 'king']"
3,10,Mhysa,gendry baratheon,"['yeah', 'come', 'long', 'way', 'really', 'went', 'great', 'pain', 'point']"
3,10,Mhysa,davos,"['mistrust', 'fancy', 'people', 'much', 'hurry', 'trust']"
3,10,Mhysa,gendry baratheon,"['never', 'woman', 'never', 'talked', 'woman', 'really', 'come', 'big', 'word', 'clothes', 'would', 'done']"
3,10,Mhysa,davos,"['know', 'way', 'around', 'man', 'head', 'give']"
3,10,Mhysa,gendry baratheon,"['become', 'lord']"
3,10,Mhysa,davos,"['oh', 'long', 'story']"
3,10,Mhysa,gendry baratheon,"['better', 'bit', 'busy']"
3,10,Mhysa,davos,"['many', 'year', 'ago', 'helped', 'king', 'stannis', 'difficult', 'situation', 'rewarded', 'lordship']"
3,10,Mhysa,gendry baratheon,"['see', 'highborns']"
3,10,Mhysa,davos,"['nt', 'want', 'lord', 'nearly', 'nt', 'accept']"
3,10,Mhysa,gendry baratheon,[]
3,10,Mhysa,davos,"['son', 'nt', 'want', 'step', 'river', 'shit', 'every', 'time', 'stepped', 'front', 'door', 'wanted', 'better', 'life']"
3,10,Mhysa,gendry baratheon,[]
3,10,Mhysa,davos,['dead']
3,10,Mhysa,gendry baratheon,['die']
3,10,Mhysa,davos,['following']
3,10,Mhysa,varys,"['come', 'strange', 'country']"
3,10,Mhysa,shae,['thirteen']
3,10,Mhysa,varys,['child']
3,10,Mhysa,shae,"['stopped', 'child', 'nine', 'mother', 'made', 'sure']"
3,10,Mhysa,varys,"['good', 'influence', 'mutual', 'friend', 'know', 'used', 'drink', 'sundown', 'sunup', 'visit', 'three', 'brothel', 'night', 'gamble', 'away', 'father', 'money', 'drinking']"
3,10,Mhysa,shae,"['wife', 'servant', 'brush', 'hair', 'clip', 'nail', 'empty', 'chamber', 'pot']"
3,10,Mhysa,varys,"['sweet', 'young', 'thing', 'none', 'fault']"
3,10,Mhysa,shae,"['love', 'girl', 'would', 'kill', 'think', 'make', 'easier']"
3,10,Mhysa,varys,['expect']
3,10,Mhysa,shae,"['young', 'beautiful', 'highborn']"
