,sceneStart,sceneEnd,location,subLocation,characters,episodeNumber,seasonNumber
2089,0:27:35,0:28:30,The Crownlands,King's Landing,"['Cersei Lannister', 'Septa Unella']",48,5
2090,0:28:30,0:28:48,The Crownlands,King's Landing,['Cersei Lannister'],48,5
2091,0:28:48,0:29:36,The Wall,Castle Black,"['Samwell Tarly', 'Gilly']",48,5
2092,0:29:36,0:30:07,The Wall,Castle Black,"['Samwell Tarly', 'Gilly', 'Olly']",48,5
2093,0:30:07,0:31:50,The Wall,Castle Black,"['Samwell Tarly', 'Olly']",48,5
2094,0:31:50,0:32:27,North of the Wall,Hardhome,"['Jon Snow', 'Tormund Giantsbane', 'Eddison Tollett']",48,5
2095,0:32:27,0:33:25,North of the Wall,Hardhome,"['Jon Snow', 'Tormund Giantsbane', 'Eddison Tollett', 'Todder']",48,5
2096,0:33:25,0:34:59,North of the Wall,Hardhome,"['Jon Snow', 'Tormund Giantsbane', 'Eddison Tollett', 'Rattleshirt', 'Todder']",48,5
2097,0:34:59,0:35:12,North of the Wall,Hardhome,"['Jon Snow', 'Tormund Giantsbane', 'Eddison Tollett', 'Todder']",48,5
2098,0:35:12,0:41:32,North of the Wall,Hardhome,"['Jon Snow', 'Eddison Tollett', 'Karsi', 'Loboda', 'Wun Wun', 'Tormund Giantsbane', 'Dim Dalba']",48,5
2099,0:41:32,0:43:03,North of the Wall,Hardhome,"['Tormund Giantsbane', 'Jon Snow', 'Karsi', 'Johnna', 'Willa']",48,5
2100,0:43:03,0:43:35,North of the Wall,Hardhome,"['Wun Wun', 'Eddison Tollett']",48,5
2101,0:43:35,0:44:50,North of the Wall,Hardhome,"['Tormund Giantsbane', 'Jon Snow', 'Karsi', 'Loboda']",48,5
2102,0:44:50,0:44:58,North of the Wall,Hardhome,[],48,5
2103,0:44:58,0:45:20,North of the Wall,Hardhome,"['Karsi', 'Tormund Giantsbane', 'Jon Snow']",48,5
2104,0:45:20,0:46:09,North of the Wall,Hardhome,['Loboda'],48,5
2105,0:46:09,0:46:18,North of the Wall,Hardhome,[],48,5
2106,0:46:18,0:46:27,North of the Wall,Hardhome,"['Jon Snow', 'Tormund Giantsbane']",48,5
2107,0:46:27,0:46:36,North of the Wall,Hardhome,[],48,5
2108,0:46:36,0:47:02,North of the Wall,Hardhome,"['Wun Wun', 'Eddison Tollett']",48,5
2109,0:47:02,0:47:20,North of the Wall,Hardhome,[],48,5
2110,0:47:20,0:47:23,North of the Wall,Hardhome,['Loboda'],48,5
2111,0:47:23,0:47:30,North of the Wall,Hardhome,['Karsi'],48,5
2112,0:47:30,0:48:28,North of the Wall,Hardhome,"['Tormund Giantsbane', 'Karsi', 'Todder', 'Jon Snow']",48,5
2113,0:48:28,0:49:31,North of the Wall,Hardhome,[],48,5
2114,0:49:31,0:49:56,North of the Wall,Hardhome,"['Jon Snow', 'Tormund Giantsbane']",48,5
2115,0:49:56,0:51:28,North of the Wall,Hardhome,"['Loboda', 'Karsi', 'Jon Snow', 'Tormund Giantsbane', 'The Night King', 'Wun Wun']",48,5
2116,0:51:28,0:52:11,North of the Wall,Hardhome,"['Jon Snow', 'Loboda', 'White Walker']",48,5
2117,0:52:11,0:53:34,North of the Wall,Hardhome,"['Jon Snow', 'White Walker']",48,5
2118,0:53:34,0:53:52,North of the Wall,Hardhome,"['Jon Snow', 'The Night King']",48,5
2119,0:53:52,0:54:52,North of the Wall,Hardhome,"['Jon Snow', 'Tormund Giantsbane', 'Karsi']",48,5
2120,0:54:52,0:55:59,North of the Wall,Hardhome,"['Jon Snow', 'Eddison Tollett', 'Tormund Giantsbane', 'Wun Wun']",48,5
2121,0:55:59,0:56:09,North of the Wall,Hardhome,[],48,5
2122,0:56:09,0:56:33,North of the Wall,Hardhome,"['Jon Snow', 'Eddison Tollett', 'Tormund Giantsbane', 'Wun Wun']",48,5
2123,0:56:33,0:56:39,North of the Wall,Hardhome,['The Night King'],48,5
2124,0:56:39,0:57:32,North of the Wall,Hardhome,"['Jon Snow', 'Eddison Tollett', 'Tormund Giantsbane', 'Wun Wun']",48,5
2125,0:57:32,0:57:45,North of the Wall,Hardhome,"['Jon Snow', 'Eddison Tollett', 'Tormund Giantsbane']",48,5
2126,0:57:45,0:57:51,North of the Wall,Hardhome,[],48,5
2127,0:57:51,0:58:09,North of the Wall,Hardhome,"['Jon Snow', 'Eddison Tollett', 'Tormund Giantsbane', 'White Walker']",48,5
2128,0:58:09,0:58:50,North of the Wall,Hardhome,"['The Night King', 'Jon Snow', 'Eddison Tollett']",48,5
2129,0:58:50,0:59:27,North of the Wall,Hardhome,"['The Night King', 'Jon Snow']",48,5
2130,0:59:27,0:59:37,North of the Wall,Hardhome,['Karsi'],48,5
2131,0:59:37,1:00:15,North of the Wall,Hardhome,"['The Night King', 'Jon Snow']",48,5
2132,0:04:22,0:04:37,The North,Stannis Baratheon's Camp,[],49,5
2133,0:04:37,0:05:02,The North,Stannis Baratheon's Camp,['Melisandre'],49,5
2134,0:05:02,0:05:17,The North,Stannis Baratheon's Camp,[],49,5
2135,0:05:17,0:05:23,The North,Stannis Baratheon's Camp,['Melisandre'],49,5
2136,0:05:23,0:06:13,The North,Stannis Baratheon's Camp,"['Davos Seaworth', 'Stannis Baratheon']",49,5
2137,0:06:13,0:06:38,The North,Stannis Baratheon's Camp,"['Davos Seaworth', 'Stannis Baratheon', 'Melisandre', 'Selyse Baratheon']",49,5
2138,0:06:38,0:07:21,North of the Wall,The Wall,"['Jon Snow', 'Tormund Giantsbane', 'Wun Wun', 'Eddison Tollett', 'Willa', 'Johnna']",49,5
2139,0:07:21,0:07:29,The Wall,Castle Black,['Alliser Thorne'],49,5
2140,0:07:29,0:07:41,North of the Wall,The Wall,"['Jon Snow', 'Tormund Giantsbane', 'Wun Wun', 'Eddison Tollett', 'Willa', 'Johnna']",49,5
2141,0:07:41,0:07:48,The Wall,Castle Black,['Alliser Thorne'],49,5
2142,0:07:48,0:07:52,North of the Wall,The Wall,['Jon Snow'],49,5
2143,0:07:52,0:08:01,The Wall,Castle Black,['Alliser Thorne'],49,5
2144,0:08:01,0:08:12,North of the Wall,The Wall,"['Jon Snow', 'Eddison Tollett']",49,5
2145,0:08:12,0:08:47,The Wall,Castle Black,"['Jon Snow', 'Samwell Tarly', 'Eddison Tollett', 'Othell Yarwyck', 'Bowen Marsh']",49,5
2146,0:08:47,0:09:17,The Wall,Castle Black,"['Wun Wun', 'Othell Yarwyck', 'Jon Snow', 'Samwell Tarly', 'Eddison Tollett', 'Olly']",49,5
2147,0:09:17,0:09:26,The Wall,Castle Black,"['Jon Snow', 'Samwell Tarly', 'Alliser Thorne']",49,5
2148,0:09:26,0:09:53,The Wall,Castle Black,"['Jon Snow', 'Alliser Thorne', 'Eddison Tollett', 'Tormund Giantsbane']",49,5
2149,0:09:53,0:11:22,The North,Stannis Baratheon's Camp,"['Stannis Baratheon', 'Davos Seaworth']",49,5
2150,0:11:22,0:11:43,The North,Stannis Baratheon's Camp,['Davos Seaworth'],49,5
2151,0:11:43,0:13:38,The North,Stannis Baratheon's Camp,"['Shireen Baratheon', 'Davos Seaworth']",49,5
2152,0:13:38,0:16:40,Dorne,The Water Gardens,"['Jaime Lannister', 'Areo Hotah', 'Doran Martell', 'Ellaria Sand', 'Trystane Martell', 'Myrcella Baratheon']",49,5
2153,0:16:40,0:17:22,Dorne,The Water Gardens,"['Jaime Lannister', 'Areo Hotah', 'Doran Martell', 'Trystane Martell', 'Myrcella Baratheon']",49,5
2154,0:17:22,0:18:17,Dorne,The Water Gardens,"['Bronn', 'Obara Sand', 'Tyene Sand', 'Nymeria Sand']",49,5
2155,0:18:17,0:18:48,Dorne,The Water Gardens,"['Bronn', 'Obara Sand', 'Tyene Sand', 'Nymeria Sand', 'Areo Hotah']",49,5
2156,0:18:48,0:19:31,Dorne,The Water Gardens,"['Jaime Lannister', 'Areo Hotah', 'Doran Martell', 'Trystane Martell', 'Myrcella Baratheon', 'Bronn']",49,5
2157,0:19:31,0:19:53,Braavos,,"['Arya Stark', 'Sailor']",49,5
2158,0:19:53,0:20:47,Braavos,,"['Arya Stark', 'Thin Man']",49,5
2159,0:20:47,0:21:08,Braavos,,"['Arya Stark', 'Thin Man', 'Mace Tyrell', 'Meryn Trant']",49,5
2160,0:21:08,0:21:48,Braavos,,"['Mace Tyrell', 'Meryn Trant', 'Tycho Nestoris', 'Arya Stark']",49,5
2161,0:21:48,0:22:37,Braavos,,"['Mace Tyrell', 'Meryn Trant', 'Tycho Nestoris', 'Arya Stark']",49,5
2162,0:22:37,0:23:08,Braavos,,"['Arya Stark', 'Mace Tyrell', 'Meryn Trant', 'Tycho Nestoris']",49,5
2163,0:23:08,0:23:39,Braavos,,"['Meryn Trant', 'Lannister Guard #1', 'Lannister Guard #2', 'Arya Stark']",49,5
2164,0:23:39,0:24:21,Braavos,,"['Arya Stark', 'Brusco', 'Lhara', 'Young Braavosi', 'Meryn Trant']",49,5
2165,0:24:21,0:27:03,Braavos,,"['Arya Stark', 'Meryn Trant', 'Braavosi Madam', 'Whore', 'Brea', 'Anara', 'Lannister Guard #1', 'Lannister Guard #2', 'Aya']",49,5
2166,0:27:03,0:27:57,Braavos,,"['Arya Stark', ""Jaqen H'ghar""]",49,5
2167,0:27:57,0:28:57,Dorne,The Water Gardens,"['Areo Hotah', 'Ellaria Sand', 'Doran Martell', 'Obara Sand', 'Tyene Sand', 'Nymeria Sand']",49,5
2168,0:28:57,0:30:43,Dorne,The Water Gardens,"['Jaime Lannister', 'Ellaria Sand']",49,5
2169,0:30:43,0:33:36,The North,Stannis Baratheon's Camp,"['Shireen Baratheon', 'Stannis Baratheon']",49,5
2170,0:33:36,0:36:42,The North,Stannis Baratheon's Camp,"['Shireen Baratheon', 'Melisandre', 'Stannis Baratheon', 'Selyse Baratheon']",49,5
2171,0:36:42,0:37:02,Meereen,,[],49,5
2172,0:37:02,0:37:30,Meereen,,"['Tyrion Lannister', 'Daenerys Targaryen', 'Daario Naharis', 'Missandei', 'Hizdahr zo Loraq']",49,5
2173,0:37:30,0:38:58,Meereen,,"['Pit Announcer', 'Daenerys Targaryen', 'Hizdahr zo Loraq', 'Tyrion Lannister', 'Daario Naharis', 'Missandei']",49,5
2174,0:38:58,0:41:31,Meereen,,"['Daenerys Targaryen', 'Hizdahr zo Loraq', 'Daario Naharis', 'Missandei', 'Tyrion Lannister']",49,5
2175,0:41:31,0:42:20,Meereen,,"['Pit Announcer', 'Daenerys Targaryen', 'Hizdahr zo Loraq', 'Tyrion Lannister', 'Daario Naharis', 'Missandei']",49,5
2176,0:42:20,0:46:54,Meereen,,"['Daenerys Targaryen', 'Hizdahr zo Loraq', 'Tyrion Lannister', 'Daario Naharis', 'Missandei', 'Jorah Mormont']",49,5
2177,0:46:54,0:47:04,Meereen,,[],49,5
2178,0:47:04,0:48:12,Meereen,,"['Daenerys Targaryen', 'Daario Naharis', 'Hizdahr zo Loraq', 'Jorah Mormont', 'Tyrion Lannister', 'Missandei']",49,5
2179,0:48:12,0:50:23,Meereen,,"['Daenerys Targaryen', 'Daario Naharis', 'Jorah Mormont', 'Tyrion Lannister', 'Missandei']",49,5
2180,0:50:23,0:51:56,Meereen,,"['Daenerys Targaryen', 'Daario Naharis', 'Jorah Mormont', 'Tyrion Lannister', 'Missandei', 'Drogon']",49,5
2181,0:51:56,0:52:10,Meereen,,"['Daenerys Targaryen', 'Drogon']",49,5
2182,0:52:10,0:52:55,Meereen,,"['Daenerys Targaryen', 'Daario Naharis', 'Jorah Mormont', 'Tyrion Lannister', 'Missandei', 'Drogon']",49,5
2183,0:52:55,0:53:10,Meereen,,"['Daenerys Targaryen', 'Drogon']",49,5
2184,0:53:10,0:53:25,Meereen,,"['Daenerys Targaryen', 'Drogon', 'Tyrion Lannister', 'Daario Naharis', 'Jorah Mormont', 'Missandei']",49,5
2185,0:05:10,0:05:25,The North,Stannis Baratheon's Camp,['Melisandre'],50,5
2186,0:05:25,0:05:54,The North,Stannis Baratheon's Camp,"['Melisandre', 'Stannis Baratheon']",50,5
2187,0:05:54,0:06:37,The North,Stannis Baratheon's Camp,"['Melisandre', 'Stannis Baratheon', 'Baratheon General']",50,5
2188,0:06:37,0:06:50,The North,Stannis Baratheon's Camp,"['Melisandre', 'Stannis Baratheon', 'Baratheon General', 'Baratheon Soldier #1']",50,5
2189,0:06:50,0:07:56,The North,Stannis Baratheon's Camp,"['Stannis Baratheon', 'Baratheon Soldier #1', 'Baratheon Soldier #2', 'Selyse Baratheon', 'Baratheon General']",50,5
2190,0:07:56,0:11:39,The Wall,Castle Black,"['Jon Snow', 'Samwell Tarly']",50,5
2191,0:11:39,0:12:08,The Wall,Castle Black,"['Jon Snow', 'Gilly', 'Baby Sam', 'Samwell Tarly']",50,5
2192,0:12:08,0:12:46,The North,Outside Winterfell,"['Stannis Baratheon', 'Baratheon General']",50,5
2193,0:12:46,0:13:02,The North,Winterfell,[],50,5
2194,0:13:02,0:13:30,The North,Winterfell,['Sansa Stark'],50,5
2195,0:13:30,0:13:47,The North,Outside Winterfell,['Podrick Payne'],50,5
2196,0:13:47,0:14:15,The North,Outside Winterfell,"['Podrick Payne', 'Brienne of Tarth']",50,5
2197,0:14:15,0:14:25,The North,Winterfell,['Sansa Stark'],50,5
2198,0:14:25,0:14:46,The North,Outside Winterfell,"['Podrick Payne', 'Brienne of Tarth']",50,5
2199,0:14:46,0:15:13,The North,Outside Winterfell,"['Stannis Baratheon', 'Baratheon General']",50,5
2200,0:15:13,0:15:31,The North,Outside Winterfell,['Stannis Baratheon'],50,5
2201,0:15:31,0:15:41,The North,Winterfell,['Sansa Stark'],50,5
2202,0:15:41,0:15:59,The North,Outside Winterfell,"['Stannis Baratheon', 'Baratheon General']",50,5
2203,0:15:59,0:16:11,The North,Outside Winterfell,[],50,5
2204,0:16:11,0:16:15,The North,Winterfell,['Sansa Stark'],50,5
2205,0:16:15,0:16:20,The North,Outside Winterfell,[],50,5
2206,0:16:20,0:16:25,The North,Winterfell,['Sansa Stark'],50,5
2207,0:16:25,0:17:08,The North,The Wolfswood,"['Stannis Baratheon', 'Baratheon General']",50,5
2208,0:17:08,0:17:29,The North,The Wolfswood,"['Stannis Baratheon', 'Gordy', 'Simpson']",50,5
2209,0:17:29,0:17:57,The North,The Wolfswood,['Stannis Baratheon'],50,5
2210,0:17:57,0:19:28,The North,The Wolfswood,"['Stannis Baratheon', 'Brienne of Tarth']",50,5
2211,0:19:28,0:20:13,The North,Outside Winterfell,['Ramsay Snow'],50,5
2212,0:20:13,0:20:20,The North,Outside Winterfell,[],50,5
2213,0:20:20,0:20:40,The North,Winterfell,['Sansa Stark'],50,5
2214,0:20:40,0:22:10,The North,Winterfell,"['Sansa Stark', 'Myranda', 'Theon Greyjoy']",50,5
2215,0:22:10,0:22:16,The North,Winterfell,[],50,5
2216,0:22:16,0:22:50,The North,Winterfell,"['Sansa Stark', 'Theon Greyjoy']",50,5
2217,0:22:50,0:24:06,Braavos,,"['Meryn Trant', 'Brothel Child #1', 'Brothel Child #2', 'Ghita']",50,5
2218,0:24:06,0:24:28,Braavos,,"['Meryn Trant', 'Ghita']",50,5
2219,0:24:28,0:26:05,Braavos,,"['Meryn Trant', 'Arya Stark']",50,5
2220,0:26:05,0:26:42,Braavos,,['Arya Stark'],50,5
2221,0:26:42,0:27:41,Braavos,,"['Arya Stark', 'The Waif', ""Jaqen H'ghar""]",50,5
2222,0:27:41,0:28:55,Braavos,,"['Arya Stark', ""Jaqen H'ghar""]",50,5
2223,0:28:55,0:29:58,Dorne,,"['Doran Martell', 'Myrcella Baratheon', 'Areo Hotah', 'Obara Sand', 'Tyene Sand', 'Nymeria Sand', 'Bronn', 'Trystane Martell', 'Jaime Lannister', 'Ellaria Sand']",50,5
2224,0:29:58,0:33:07,Dorne,,"['Myrcella Baratheon', 'Jaime Lannister']",50,5
2225,0:33:07,0:33:57,Dorne,,"['Ellaria Sand', 'Obara Sand', 'Tyene Sand', 'Nymeria Sand']",50,5
2226,0:33:57,0:34:03,Dorne,,[],50,5
2227,0:34:03,0:34:54,Meereen,,"['Tyrion Lannister', 'Daario Naharis', 'Jorah Mormont']",50,5
2228,0:34:54,0:38:16,Meereen,,"['Tyrion Lannister', 'Daario Naharis', 'Jorah Mormont', 'Grey Worm', 'Missandei']",50,5
2229,0:38:16,0:38:34,Meereen,,"['Tyrion Lannister', 'Grey Worm', 'Missandei']",50,5
2230,0:38:34,0:40:01,Meereen,,"['Tyrion Lannister', 'Lord Varys']",50,5
2231,0:40:01,0:41:58,The Dothraki Sea,,"['Daenerys Targaryen', 'Drogon']",50,5
2232,0:41:58,0:43:55,The Dothraki Sea,,['Daenerys Targaryen'],50,5
2233,0:43:55,0:44:37,The Crownlands,King's Landing,"['Cersei Lannister', 'Septa Unella']",50,5
2234,0:44:37,0:48:04,The Crownlands,King's Landing,"['Cersei Lannister', 'High Sparrow']",50,5
2235,0:48:04,0:49:48,The Crownlands,King's Landing,"['Cersei Lannister', 'Septa Moelle', 'Septa Scolera', 'Septa Unella']",50,5
2236,0:49:48,0:50:01,The Crownlands,King's Landing,['Cersei Lannister'],50,5
2237,0:50:01,0:52:04,The Crownlands,King's Landing,"['Septa Moelle', 'Septa Scolera', 'Septa Unella', 'Cersei Lannister', 'High Sparrow']",50,5
2238,0:52:04,0:53:50,The Crownlands,King's Landing,"['Septa Unella', 'Cersei Lannister', ""King's Landing Drunkard"", ""King's Landing Whore"", ""King's Landing Flasher #1"", ""King's Landing Flasher #2""]",50,5
2239,0:53:50,0:56:02,The Crownlands,King's Landing,"['Septa Unella', 'Cersei Lannister']",50,5
2240,0:56:02,0:56:40,The Crownlands,King's Landing,"['Cersei Lannister', 'Kevan Lannister', 'Grand Maester Pycelle', 'Qyburn']",50,5
2241,0:56:40,0:57:12,The Crownlands,King's Landing,"['Cersei Lannister', 'Kevan Lannister', 'Grand Maester Pycelle', 'Qyburn', 'Gregor Clegane']",50,5
2242,0:57:12,0:57:36,The Wall,Castle Black,"['Jon Snow', 'Davos Seaworth']",50,5
2243,0:57:36,0:58:21,The Wall,Castle Black,"['Jon Snow', 'Davos Seaworth', 'Melisandre']",50,5
2244,0:58:21,0:59:00,The Wall,Castle Black,['Jon Snow'],50,5
2245,0:59:00,0:59:17,The Wall,Castle Black,"['Jon Snow', 'Olly']",50,5
2246,0:59:17,0:59:34,The Wall,Castle Black,"['Jon Snow', 'Olly', 'Alliser Thorne']",50,5
2247,0:59:34,1:01:29,The Wall,Castle Black,"['Jon Snow', 'Olly', 'Alliser Thorne', 'Othell Yarwyck', 'Bowen Marsh']",50,5
2248,1:01:29,1:02:01,The Wall,Castle Black,['Jon Snow'],50,5
2249,0:07:04,0:08:03,The Wall,Castle Black,['Jon Snow'],51,6
2250,0:08:03,0:08:09,The Wall,Castle Black,['Ghost'],51,6
2251,0:08:09,0:08:48,The Wall,Castle Black,"['Davos Seaworth', 'Jon Snow']",51,6
2252,0:08:48,0:09:17,The Wall,Castle Black,"['Davos Seaworth', 'Jon Snow', 'Eddison Tollett', ""Loyal Night's Watchman #1"", ""Loyal Night's Watchman #2""]",51,6
2253,0:09:17,0:10:33,The Wall,Castle Black,"['Davos Seaworth', 'Jon Snow', 'Eddison Tollett', ""Loyal Night's Watchman #1"", ""Loyal Night's Watchman #2""]",51,6
2254,0:10:33,0:11:36,The Wall,Castle Black,"['Davos Seaworth', 'Jon Snow', 'Melisandre', ""Loyal Night's Watchman #1"", ""Loyal Night's Watchman #2""]",51,6
2255,0:11:36,0:13:33,The Wall,Castle Black,"['Alliser Thorne', 'Othell Yarwyck', 'Bowen Marsh', 'Olly', ""Night's Watchman #1"", ""Night's Watchman #2""]",51,6
2256,0:13:33,0:14:41,The Wall,Castle Black,"['Ghost', 'Jon Snow', 'Davos Seaworth', 'Eddison Tollett', ""Loyal Night's Watchman #1"", ""Loyal Night's Watchman #2""]",51,6
2257,0:14:41,0:14:47,The North,Winterfell,[],51,6
2258,0:14:47,0:16:03,The North,Winterfell,"['Ramsay Snow', 'Myranda', 'Maester Wolkan']",51,6
2259,0:16:03,0:17:28,The North,Winterfell,"['Ramsay Snow', 'Roose Bolton']",51,6
2260,0:17:28,0:19:57,The North,The Wolfswood,"['Theon Greyjoy', 'Sansa Stark']",51,6
2261,0:19:57,0:20:52,The North,The Wolfswood,"['Theon Greyjoy', 'Bolton Officer', 'Bolton Soldier', 'Sansa Stark']",51,6
2262,0:20:52,0:22:42,The North,The Wolfswood,"['Theon Greyjoy', 'Bolton Officer', 'Bolton Soldier', 'Sansa Stark', 'Brienne of Tarth', 'Podrick Payne']",51,6
2263,0:22:42,0:24:12,The North,The Wolfswood,"['Theon Greyjoy', 'Sansa Stark', 'Brienne of Tarth', 'Podrick Payne']",51,6
2264,0:24:12,0:24:27,The Crownlands,Blackwater Bay,[],51,6
2265,0:24:27,0:24:47,The Crownlands,King's Landing,['Cersei Lannister'],51,6
2266,0:24:47,0:24:59,The Crownlands,King's Landing,"['Cersei Lannister', 'Handmaid']",51,6
2267,0:24:59,0:25:51,The Crownlands,King's Landing,"['Cersei Lannister', 'Gregor Clegane', 'Jaime Lannister']",51,6
2268,0:25:51,0:28:40,The Crownlands,King's Landing,"['Cersei Lannister', 'Jaime Lannister']",51,6
2269,0:28:40,0:29:19,The Crownlands,King's Landing,"['Margaery Tyrell', 'Septa Unella']",51,6
2270,0:29:19,0:29:29,The Crownlands,King's Landing,"['Margaery Tyrell', 'Septa Unella', 'High Sparrow']",51,6
2271,0:29:29,0:30:44,The Crownlands,King's Landing,"['Margaery Tyrell', 'High Sparrow']",51,6
2272,0:30:44,0:31:26,Dorne,The Water Gardens,"['Areo Hotah', 'Ellaria Sand', 'Doran Martell', 'Tyene Sand']",51,6
2273,0:31:26,0:32:06,Dorne,The Water Gardens,"['Areo Hotah', 'Ellaria Sand', 'Doran Martell', 'Tyene Sand', 'Maester Caleotte']",51,6
2274,0:32:06,0:32:59,Dorne,The Water Gardens,"['Ellaria Sand', 'Doran Martell', 'Tyene Sand']",51,6
2275,0:32:59,0:34:09,The Crownlands,Blackwater Bay,"['Trystane Martell', 'Obara Sand', 'Nymeria Sand']",51,6
2276,0:34:09,0:34:44,Meereen,,"['Tyrion Lannister', 'Lord Varys']",51,6
2277,0:34:44,0:35:22,Meereen,,"['Tyrion Lannister', 'Lord Varys', 'Meereenese Homeless Mother']",51,6
2278,0:35:22,0:36:00,Meereen,,"['Tyrion Lannister', 'Lord Varys']",51,6
2279,0:36:00,0:36:31,Meereen,,"['Tyrion Lannister', 'Lord Varys', 'Zanrush']",51,6
2280,0:36:31,0:37:42,Meereen,,"['Tyrion Lannister', 'Lord Varys']",51,6
2281,0:37:42,0:37:48,Meereen,,[],51,6
2282,0:37:48,0:40:39,The Dothraki Sea,,"['Jorah Mormont', 'Daario Naharis']",51,6
2283,0:40:39,0:40:51,The Dothraki Sea,,[],51,6
2284,0:40:51,0:42:08,The Dothraki Sea,,"['Daenerys Targaryen', 'Akho', 'Qhono']",51,6
2285,0:42:08,0:42:27,The Dothraki Sea,,[],51,6
2286,0:42:27,0:42:48,The Dothraki Sea,,"['Qhono', 'Akho', 'Daenerys Targaryen']",51,6
2287,0:42:48,0:46:28,The Dothraki Sea,,"['Qhono', 'Akho', 'Daenerys Targaryen', 'Khal Moro', ""Moro's Wife #1"", ""Moro's Wife #2"", 'Dothraki Bloodrider #1', 'Dothraki Bloodrider #2']",51,6
2288,0:46:28,0:47:32,Braavos,,['Arya Stark'],51,6
2289,0:47:32,0:48:46,Braavos,,"['Arya Stark', 'The Waif']",51,6
2290,0:48:46,0:50:28,The Wall,Castle Black,"['Alliser Thorne', 'Bowen Marsh', 'Othell Yarwyck', 'Davos Seaworth', ""Loyal Night's Watchman #1"", ""Loyal Night's Watchman #2"", 'Ghost', 'Jon Snow']",51,6
2291,0:50:28,0:51:04,The Wall,Castle Black,"['Davos Seaworth', ""Loyal Night's Watchman #1"", ""Loyal Night's Watchman #2"", 'Ghost', 'Jon Snow']",51,6
2292,0:51:04,0:53:45,The Wall,Castle Black,['Melisandre'],51,6
2293,0:04:53,0:05:24,North of the Wall,The Three-Eyed Raven,"['Three-Eyed Raven', 'Bran Stark']",52,6
2294,0:05:24,0:06:05,The North,Winterfell,"['Young Ned Stark', 'Young Rodrik Cassel', 'Young Benjen Stark', 'Three-Eyed Raven', 'Bran Stark']",52,6
2295,0:06:05,0:06:37,The North,Winterfell,"['Young Ned Stark', 'Young Rodrik Cassel', 'Young Benjen Stark', 'Three-Eyed Raven', 'Bran Stark', 'Young Lyanna Stark']",52,6
2296,0:06:37,0:07:07,The North,Winterfell,"['Young Ned Stark', 'Young Benjen Stark', 'Three-Eyed Raven', 'Bran Stark', 'Young Lyanna Stark', 'Wyllis']",52,6
2297,0:07:07,0:07:29,The North,Winterfell,"['Young Ned Stark', 'Young Benjen Stark', 'Three-Eyed Raven', 'Bran Stark', 'Young Lyanna Stark', 'Wyllis', 'Young Nan']",52,6
2298,0:07:29,0:08:07,North of the Wall,The Three-Eyed Raven,"['Three-Eyed Raven', 'Bran Stark', 'Leaf']",52,6
2299,0:08:07,0:08:32,North of the Wall,The Three-Eyed Raven,"['Bran Stark', 'Hodor']",52,6
2300,0:08:32,0:09:45,North of the Wall,The Three-Eyed Raven,"['Meera Reed', 'Hodor', 'Bran Stark']",52,6
2301,0:09:45,0:10:27,North of the Wall,The Three-Eyed Raven,"['Meera Reed', 'Leaf']",52,6
2302,0:10:27,0:10:40,The Wall,Castle Black,[],52,6
2303,0:10:40,0:12:02,The Wall,Castle Black,"['Alliser Thorne', 'Jon Snow', 'Davos Seaworth', 'Olly', 'Othell Yarwyck', 'Bowen Marsh', 'Ghost', ""Loyal Night's Watchman #1"", ""Loyal Night's Watchman #2""]",52,6
2304,0:12:02,0:13:03,The Wall,Castle Black,"['Wun Wun', 'Tormund Giantsbane', 'Eddison Tollett', 'Alliser Thorne', 'Olly']",52,6
2305,0:13:03,0:13:39,The Wall,Castle Black,"['Davos Seaworth', 'Alliser Thorne', 'Tormund Giantsbane', 'Eddison Tollett', 'Olly']",52,6
2306,0:13:39,0:14:10,The Wall,Castle Black,"['Jon Snow', 'Tormund Giantsbane', 'Eddison Tollett', 'Davos Seaworth']",52,6
2307,0:14:10,0:14:19,The Wall,Castle Black,"['Jon Snow', 'Eddison Tollett', 'Davos Seaworth']",52,6
2308,0:14:19,0:14:56,The Crownlands,King's Landing,"[""King's Landing Boaster""]",52,6
2309,0:14:56,0:15:30,The Crownlands,King's Landing,"[""King's Landing Boaster"", 'Gregor Clegane']",52,6
2310,0:15:30,0:15:43,The Crownlands,King's Landing,['Cersei Lannister'],52,6
2311,0:15:43,0:16:04,The Crownlands,King's Landing,"['Cersei Lannister', 'Gregor Clegane']",52,6
2312,0:16:04,0:17:00,The Crownlands,King's Landing,"['Cersei Lannister', 'Gregor Clegane', 'Lannister Captain']",52,6
2313,0:17:00,0:18:36,The Crownlands,King's Landing,"['Tommen Baratheon', 'Jaime Lannister', 'Myrcella Baratheon']",52,6
2314,0:18:36,0:19:13,The Crownlands,King's Landing,"['Tommen Baratheon', 'Jaime Lannister', 'Myrcella Baratheon', 'High Sparrow']",52,6
2315,0:19:13,0:21:44,The Crownlands,King's Landing,"['Jaime Lannister', 'Myrcella Baratheon', 'High Sparrow']",52,6
2316,0:21:44,0:23:45,The Crownlands,King's Landing,"['Cersei Lannister', 'Tommen Baratheon']",52,6
2317,0:23:45,0:26:04,Meereen,,"['Tyrion Lannister', 'Lord Varys', 'Missandei', 'Grey Worm']",52,6
2318,0:26:04,0:27:03,Meereen,,"['Tyrion Lannister', 'Lord Varys']",52,6
