,Release Date,Season,Episode,Episode Title,Name,Sentence,sentiment_score
11338,2014-04-13,Season 4,Episode 2,The Lion and the Rose,shireen baratheon,I heard it.,0.996248185634613
11339,2014-04-13,Season 4,Episode 2,The Lion and the Rose,melisandre,And it frightened you?,-0.9960505366325378
11340,2014-04-13,Season 4,Episode 2,The Lion and the Rose,shireen baratheon,Ser Axell was my uncle. He was always kind to me.,0.999072790145874
11341,2014-04-13,Season 4,Episode 2,The Lion and the Rose,melisandre,"They're in a better place now, Princess. The fire cleansed them of the sins of the world.",0.99471116065979
11342,2014-04-13,Season 4,Episode 2,The Lion and the Rose,shireen baratheon,But they screamed.,-0.9509989619255066
11343,2014-04-13,Season 4,Episode 2,The Lion and the Rose,melisandre,Women scream when they give birth. Afterward they are filled with joy.,0.9996080994606018
11344,2014-04-13,Season 4,Episode 2,The Lion and the Rose,shireen baratheon,Afterward they aren't ash and bone.,-0.9035874009132385
11345,2014-04-13,Season 4,Episode 2,The Lion and the Rose,melisandre,"You have so many questions, don't you? So did I when I was a child. I was much like you. Only I wasn't a princess.",0.9947848916053772
11346,2014-04-13,Season 4,Episode 2,The Lion and the Rose,shireen baratheon,And you didn't have this.,-0.9837918877601624
11347,2014-04-13,Season 4,Episode 2,The Lion and the Rose,melisandre,"No. But I suffered in other ways, sweet girl, believe me. What do you know of the gods?",-0.8268147110939026
11348,2014-04-13,Season 4,Episode 2,The Lion and the Rose,shireen baratheon,"I read ""The Seven-Pointed Star.""",0.9299799799919128
11349,2014-04-13,Season 4,Episode 2,The Lion and the Rose,melisandre,"Lies and fables. Septons speak of seven gods. There are but two... a god of light and love and joy and a god of darkness, evil, and fear. Eternally at war.",0.9774836301803589
11350,2014-04-13,Season 4,Episode 2,The Lion and the Rose,shireen baratheon,There are no seven heavens and no seven hells?,-0.9840441346168518
11351,2014-04-13,Season 4,Episode 2,The Lion and the Rose,melisandre,"There's only one hell, Princess. The one we live in now.",-0.9458267688751221
11352,2014-04-13,Season 4,Episode 2,The Lion and the Rose,hodor,Hodor.,-0.8104109168052673
11353,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bran stark,Why did you wake me?,-0.99208664894104
11354,2014-04-13,Season 4,Episode 2,The Lion and the Rose,meera,You've been gone for hours.,-0.9696249961853027
11355,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bran stark,I was hungry.,-0.9957807660102844
11356,2014-04-13,Season 4,Episode 2,The Lion and the Rose,meera,We're all hungry.,-0.9714100360870361
11357,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bran stark,I was just eating.,0.3589865565299988
11358,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jojen,"Summer was eating. Your body can't live on the food your wolf consumes. Spending too much time in Summer's skin is dangerous. You're not a direwolf, Bran.",-0.9804143309593201
11359,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jojen,"Must be glorious, though. To run, to leap, to hunt. To be whole. I know that's tempting, but if you're trapped in Summer for too long, you'll forget what it was to be human.",0.7848637104034424
11360,2014-04-13,Season 4,Episode 2,The Lion and the Rose,meera,"You'd forget us, Bran. You'd forget your mother and father. You'd forget your brothers and sisters. You'd forget Winterfell. You'd forget you. And if we lose you, we lose everything.",-0.9882388114929199
11361,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bran stark,"Hodor, take me to the tree.",0.99189293384552
11362,2014-04-13,Season 4,Episode 2,The Lion and the Rose,threeeyed raven,Look for me... beneath the tree.,-0.3078056871891022
11363,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,He saw us.,0.9987843036651611
11364,2014-04-13,Season 4,Episode 2,The Lion and the Rose,threeeyed raven,North.,0.9870851635932922
11365,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bran stark,I know where we have to go.,0.9822553396224976
11366,2014-04-13,Season 4,Episode 2,The Lion and the Rose,septon,"Let it be known that Margaery of House Tyrell and Joffrey of the Houses Lannister and Baratheon are one heart, one flesh, one soul. Cursed be he who would seek to tear them asunder.",0.817505955696106
11367,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"With this kiss, I pledge my love.",0.9995540380477905
11368,2014-04-13,Season 4,Episode 2,The Lion and the Rose,sansa stark,We have a new queen.,0.9989334344863892
11369,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,Better her than you.,0.9901724457740784
11370,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,"Bit much, wouldn't you say?",0.9635538458824158
11371,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,It feels proportionate.,-0.9914488196372986
11372,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,Proportionate to what?,-0.15816733241081238
11373,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,The expected extravagance.,0.974639356136322
11374,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,People who spend their money on this sort of nonsense tend not to have it for long.,-0.960982084274292
11375,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,You ought to try enjoying something before you die. You might find it suits you.,0.9982236623764038
11376,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,"Not now, Mace. Lord Tywin and I are speaking.",0.49893054366111755
11377,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,"Anyway, I don't know what you're complaining about. I'm paying my share.",-0.9925943613052368
11378,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,Shall we stick golden roses in half the meat pies to commemorate your generosity?,-0.9479778409004211
11379,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,"No, your heartfelt thank you is its own reward. I would imagine I'd be hearing it again before long. Wars are rather expensive. ""The Iron Bank will have it's due."" How they love to remind everyone. Almost as much as you Lannisters with your debts.",0.9920558929443359
11380,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,I'm not worried about the Iron Bank.,0.9905037879943848
11381,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,"We both know you're smarter than that. Come, Tywin, let us celebrate young love.",0.999417245388031
11382,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bronn,All taken care of.,0.9929582476615906
11383,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,You saw her board the ship?,-0.8600847125053406
11384,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bronn,"Aye, she's on it.",0.9988086223602295
11385,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,You saw the ship sail away?,-0.9406367540359497
11386,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bronn,"No one knows she's there but you, me, and Varys.",0.985083818435669
11387,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,How do you know?,-0.9651463031768799
11388,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bronn,"Because if someone follows me without an invitation, I'm the last person they ever follow.",-0.9974322319030762
11389,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,There's someone following you?,-0.9729775190353394
11390,2014-04-13,Season 4,Episode 2,The Lion and the Rose,bronn,"She's gone. I know you don't want to believe it, but she is. Now, go drink till it feels like you did the right thing.",0.993840217590332
11391,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,Hello.,0.9987476468086243
11392,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,Hello.,0.9987476468086243
11393,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,Not you.,-0.9962526559829712
11394,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,"You look exquisite, child. The wind has been at you, though. I haven't had the opportunity to tell you how sorry I was to hear about your brother. War is war, but killing a man at a wedding, horrid. What sort of monster would do such a thing? As if men need more reasons to fear marriage.",0.602076530456543
11395,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,My lady. My lady.,0.9944969415664673
11396,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,"Lord Tyrion, you see? Not as bad as all that. Perhaps if your pauper husband were to sell his mule and his last pair of shoes, he might be able to afford to bring you to Highgarden for a visit. Now that peace has come and all is right with the world, it would do you good to see some of it. You must excuse me. It's time I ate some of this food I paid for.",0.9069002866744995
11397,2014-04-13,Season 4,Episode 2,The Lion and the Rose,musician,"A coat of gold / Or a coat of red / A lion still has claws And mine, my lord...",0.8719052672386169
11398,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,Very good. Very good. Off you go.,0.9997275471687317
11399,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,"My love, why don't we make the announcement?",0.8972379565238953
11400,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,Everyone. The queen would like to say a few words.,0.9949348568916321
11401,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,"We are so fortunate to enjoy this marvelous food and drink. Not all among us are so lucky. To thank the gods for bringing the recent war to a just end, King Joffrey has decreed that the leftovers from our feast be given to the poorest in his city.",0.9967659115791321
11402,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,You're an example to us all.,0.9997165203094482
11403,2014-04-13,Season 4,Episode 2,The Lion and the Rose,loras tyrell,"Ser Jaime, I'm very sorry.",-0.9984602332115173
11404,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jaime lannister,"Ser Loras, it's quite all right. Your sister looks very beautiful.",0.9997311234474182
11405,2014-04-13,Season 4,Episode 2,The Lion and the Rose,loras tyrell,As does yours.,0.9978543519973755
11406,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jaime lannister,"So, looking forward to your wedding?",0.9990907907485962
11407,2014-04-13,Season 4,Episode 2,The Lion and the Rose,loras tyrell,"Yes, very much.",0.9996853470802307
11408,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jaime lannister,Our fathers are both rather keen on the prospect.,0.9986441135406494
11409,2014-04-13,Season 4,Episode 2,The Lion and the Rose,loras tyrell,They certainly are.,0.9996974468231201
11410,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jaime lannister,"Perhaps they should get married. If you were to marry Cersei, she'd murder you in your sleep. If you somehow managed to put a child in her first, she'd murder him, too, long before he drew his first breath. Luckily for you, none of this will happen because you'll never marry her.",-0.997299313545227
11411,2014-04-13,Season 4,Episode 2,The Lion and the Rose,loras tyrell,And neither will you.,-0.9990501403808594
11412,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,Your Grace. My king. My queen.,0.9996736645698547
11413,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,Lady Brienne. So good of you to come.,0.9996312260627747
11414,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,"I'm no lady, Your Grace.",-0.8746870160102844
11415,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Did you just bow?,0.9645208120346069
11416,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,"Apologies, Your Grace. I never did master the curtsy.",-0.9981192350387573
11417,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,You're the one who put a sword through Renly Baratheon.,-0.25486883521080017
11418,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,"That's not true, my love. Brienne had nothing to do with it.",-0.9954192638397217
11419,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,A shame. I'd knight the man that put an end to that deviant's life.,-0.8793783187866211
11420,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,I just wanted to congratulate you both and wish you good fortune. The country has been at war too long. I hope your reign is long and peaceful.,0.9977344870567322
11421,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"Yes, yes.",0.9995328783988953
11422,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,Thank you. I hope we see more of you.,0.9996305704116821
11423,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Lady Brienne. You're Lord Selwyn Tarth's daughter. That makes you a lady whether you want to be or not.,0.9989531636238098
11424,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,"As you say, Your Grace.",0.9996441602706909
11425,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,I owe you my gratitude. You returned my brother safely to King's Landing.,0.9993413090705872
11426,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,"In truth, he rescued me, Your Grace. More than once.",0.9993759989738464
11427,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Did he? Haven't heard that story before.,-0.566710889339447
11428,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,"Not such a fascinating story, I'm afraid.",-0.9690743088722229
11429,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,I'm sure you have many fascinating stories. Sworn to Renly Baratheon. Sworn to Catelyn Stark. And now my brother. Must be exciting to flit from one camp to the next serving whichever lord or lady you fancy.,0.977326512336731
11430,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,"I don't serve your brother, Your Grace.",-0.9889493584632874
11431,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,But you love him.,0.9994918704032898
11432,2014-04-13,Season 4,Episode 2,The Lion and the Rose,brienne,Your Grace.,0.9997196793556213
11433,2014-04-13,Season 4,Episode 2,The Lion and the Rose,grand maester pycelle,"No, no, come to my chambers and I will examine you personally.",0.9919106364250183
11434,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,She'll do no such thing.,-0.7897636294364929
11435,2014-04-13,Season 4,Episode 2,The Lion and the Rose,grand maester pycelle,"Oh, Your Grace. Yes, well, this young lady sought my advice...",0.9965527057647705
11436,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,You should see Qyburn. He's quite good.,0.9997382164001465
11437,2014-04-13,Season 4,Episode 2,The Lion and the Rose,maid,Your Grace.,0.9997196793556213
11438,2014-04-13,Season 4,Episode 2,The Lion and the Rose,grand maester pycelle,Qyburn? Deplorable man. Brought shame on the Citadel with his repugnant experiments.,-0.9975568056106567
11439,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,More repugnant than your gnarled fingers on that girl's thighs?,-0.9939917922019958
11440,2014-04-13,Season 4,Episode 2,The Lion and the Rose,grand maester pycelle,"Your Grace, I am a man of learning.",0.9997096061706543
11441,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,My little brother had you sent to the Black Cells when you annoyed him. What do you think I could do to you if you annoyed me?,-0.9975446462631226
11442,2014-04-13,Season 4,Episode 2,The Lion and the Rose,grand maester pycelle,I never meant to annoy anyone.,0.38561955094337463
11443,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,But you are. You annoy me right now. Every breath you draw in my presence annoys me. So here's what I want you to do. I want you to leave my presence. Leave this wedding right now. Go to the kitchens and instruct them that all the leftovers from the feast will be brought to the kennels.,0.9872995615005493
11444,2014-04-13,Season 4,Episode 2,The Lion and the Rose,grand maester pycelle,"Your Grace, Queen Margaery-",0.9993982315063477
11445,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,The queen is telling you the leftovers will feed the dogs or you will.,-0.8810012340545654
11446,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,A gold dragon to whoever knocks my fool's hat off.,0.04311090707778931
11447,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,You're in rather a good mood.,0.9997360706329346
11448,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,I suppose I am.,0.9766635298728943
11449,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,I won't ask why.,-0.99471116065979
11450,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Small pleasures.,0.9976764917373657
11451,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,Your Grace. Lord Tywin.,0.9994920492172241
11452,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,Prince Oberyn.,0.9952956438064575
11453,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,"I don't believe you have met Ellaria. This is the Lord Hand Tywin Lannister and Cersei Lannister, the Queen Regent. I suppose it is former Queen Regent now. Lord Hand and Lady Cersei, Ellaria Sand.",0.28035768866539
11454,2014-04-13,Season 4,Episode 2,The Lion and the Rose,ellaria,My lord. My lady.,0.994926929473877
11455,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,Charmed.,0.9997623562812805
11456,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Can't say I've ever met a Sand before.,0.9559714198112488
11457,2014-04-13,Season 4,Episode 2,The Lion and the Rose,ellaria,"We are everywhere in Dorne. I have 10,000 brothers and sisters.",0.9974151253700256
11458,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,"Bastards are born of passion, aren't they? We don't despise them in Dorne.",0.9878203272819519
11459,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,No? How tolerant of you.,-0.9710186123847961
11460,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,"I expect it is a relief, Lady Cersei, giving up your regal responsibilities. Wearing the crown for so many years must have left your neck a bit crooked.",-0.9918532371520996
11461,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,"I suppose you'll never know, Prince Oberyn. It's a shame your older brother couldn't attend the wedding.",-0.9839770197868347
11462,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,"Please give him our regards. With any luck, the gout will abate with time and he will be able to walk again.",0.9981746077537537
11463,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,They call it the rich man's disease. A wonder you don't have it.,-0.9923092126846313
11464,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tywin lannister,Noblemen in my part of the country don't enjoy the same lifestyle as our counterparts in Dorne.,-0.974552571773529
11465,2014-04-13,Season 4,Episode 2,The Lion and the Rose,oberyn martell,"People everywhere have their differences. In some places, the highborn frown upon those of low birth. In other places, the rape and murder of women and children is considered distasteful. What a fortunate thing for you, former Queen Regent, that your daughter Myrcella has been sent to live in the latter sort of place.",0.7080349922180176
11466,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"Everyone, silence! Clear the floor. There's been too much amusement here today. A royal wedding is not an amusement. A royal wedding is history. The time has come for all of us to contemplate our history. My lords... my ladies...",-0.9885132908821106
11467,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"I give you. King Joffrey... Renly, Stannis, Robb Stark, Balon Greyjoy. The War of the Five Kings.",0.992960512638092
11468,2014-04-13,Season 4,Episode 2,The Lion and the Rose,gay dwarf,I'm the rightful king.,0.999407172203064
11469,2014-04-13,Season 4,Episode 2,The Lion and the Rose,wolf dwarf,King in the North!,0.995710551738739
11470,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,Yes!,0.999631941318512
11471,2014-04-13,Season 4,Episode 2,The Lion and the Rose,iron dwarf,Traitor. You're a traitor.,-0.9984464645385742
11472,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,For the Seven Kingdoms!,0.9969010949134827
11473,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,Let the war begin.,-0.8187930583953857
11474,2014-04-13,Season 4,Episode 2,The Lion and the Rose,fire dwarf,"Renly, you're no king.",-0.9962946772575378
11475,2014-04-13,Season 4,Episode 2,The Lion and the Rose,iron dwarf,"Away, degenerate. Away. Away.",-0.9991431832313538
11476,2014-04-13,Season 4,Episode 2,The Lion and the Rose,gay dwarf,"Ooh, careful.",-0.5232793688774109
11477,2014-04-13,Season 4,Episode 2,The Lion and the Rose,fire dwarf,Go on.,0.997194230556488
11478,2014-04-13,Season 4,Episode 2,The Lion and the Rose,gay dwarf,I want you to be my prince. Stannis!,0.9991639852523804
11479,2014-04-13,Season 4,Episode 2,The Lion and the Rose,iron dwarf,"Who's got the gold now, Stark?",-0.983844518661499
11480,2014-04-13,Season 4,Episode 2,The Lion and the Rose,wolf dwarf,I am the rightful king.,0.9993351101875305
11481,2014-04-13,Season 4,Episode 2,The Lion and the Rose,iron dwarf,"Challenge me, ruffian.",0.4833622872829437
11482,2014-04-13,Season 4,Episode 2,The Lion and the Rose,wolf dwarf,Take that.,0.9975622892379761
11483,2014-04-13,Season 4,Episode 2,The Lion and the Rose,iron dwarf,I'm drowning. I'm drowning.,-0.9990171790122986
11484,2014-04-13,Season 4,Episode 2,The Lion and the Rose,wolf dwarf,I am the King in the North!,0.9982612729072571
11485,2014-04-13,Season 4,Episode 2,The Lion and the Rose,fire dwarf,Not wildfire!,-0.9716933965682983
11486,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,Pay each of them 20 gold when this is done.,-0.6873416304588318
11487,2014-04-13,Season 4,Episode 2,The Lion and the Rose,podrick,"Yes, my lord.",0.9992589950561523
11488,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,We'll have to find another way to thank the king.,0.959120512008667
11489,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,Charge!,0.9995753169059753
11490,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,"Ready, again.",0.9976412653923035
11491,2014-04-13,Season 4,Episode 2,The Lion and the Rose,wolf dwarf,I am the King in the North! - Charge!,0.9979974031448364
11492,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,Charge! Yes!,0.9996728897094727
11493,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,Your head!,0.7544140815734863
11494,2014-04-13,Season 4,Episode 2,The Lion and the Rose,incest dwarf,Fine gentlemen.,0.9992796778678894
11495,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"Well fought. Well fought. Here you are. Champion's purse. Though you're not the champion yet, are you? A true champion defeats all the challengers. Surely there are others out there who still dare to challenge my reign. Uncle. How about you? I'm sure they have a spare costume.",0.9953578114509583
11496,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,"One taste of combat was enough for me, Your Grace. I would like to keep what remains of my face. I think you should fight him. This was but a poor imitation of your own bravery on the field of battle. I speak as a firsthand witness. Climb down from the high table with your new Valyrian sword and show everyone how a true king wins his throne. Be careful, though. This one is clearly mad with lust. It would be a tragedy for the king to lose his virtue hours before his wedding night.",-0.9421800971031189
11497,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,A fine vintage. Shame that it spilled.,-0.8916670680046082
11498,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,It did not spill.,0.9960897564888
11499,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,"My love, come back to me. It's time for my father's toast.",0.9969156384468079
11500,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"Well, how does he expect me to toast without wine? Uncle, you can be my cup-bearer seeing as you're too cowardly to fight.",-0.9921573400497437
11501,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,Your Grace does me a great honor.,0.9997299313545227
11502,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,It's not meant as an honor.,-0.9965401291847229
11503,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,Bring me my goblet.,0.9988745450973511
11504,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,What good is an empty cup? Fill it.,-0.9105209112167358
11505,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,Kneel. Kneel before your king.,0.828048050403595
11506,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,Kneel. I said... kneel!,-0.8519832491874695
11507,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,"Look, the pie.",0.9309173822402954
11508,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,My queen.,0.9937795996665955
11509,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,Wonderful. Wonderful. My hero.,0.9997453689575195
11510,2014-04-13,Season 4,Episode 2,The Lion and the Rose,sansa stark,Can we leave now?,-0.9947988390922546
11511,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,Let's find out.,0.8999078273773193
11512,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"Uncle. Where are you going? You're my cup-bearer, remember?",0.17401719093322754
11513,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,"I thought I might change out of these wet clothes, Your Grace.",-0.9624384641647339
11514,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"No, no, no. No, you're perfect the way you are. Serve me my wine.",0.9996758103370667
11515,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"Well, hurry up. This pie is dry.",-0.999359130859375
11516,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"Mm, good. Needs washing down.",0.09972172975540161
11517,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,"If it please Your Grace, Lady Sansa is very tired.",-0.9991868734359741
11518,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,"No. No, you'll wait here... un...",-0.9982694387435913
11519,2014-04-13,Season 4,Episode 2,The Lion and the Rose,tyrion lannister,Your Grace?,0.9960671067237854
11520,2014-04-13,Season 4,Episode 2,The Lion and the Rose,joffrey baratheon,It's nothing.,-0.9991461038589478
11521,2014-04-13,Season 4,Episode 2,The Lion and the Rose,margaery tyrell,He's choking!,-0.9992620944976807
11522,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,Help the poor boy.,-0.748264729976654
11523,2014-04-13,Season 4,Episode 2,The Lion and the Rose,olenna tyrell,"Idiots, help your king.",-0.9993643164634705
11524,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jaime lannister,Move away!,0.22626805305480957
11525,2014-04-13,Season 4,Episode 2,The Lion and the Rose,jaime lannister,Joffrey! Joffrey!,0.9974426031112671
11526,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Help him! Someone help him!,-0.9799631237983704
11527,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Joffrey!,0.9980877637863159
11528,2014-04-13,Season 4,Episode 2,The Lion and the Rose,ser dontos,Come with me now.,0.9863418936729431
11529,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Joffrey! Joffrey!,0.9974426031112671
11530,2014-04-13,Season 4,Episode 2,The Lion and the Rose,ser dontos,"If you want to live, we have to leave.",-0.997913122177124
11531,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,Don't touch him!,-0.9837926626205444
11532,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,"Joffrey. Please, Joffrey. Joffrey, what is it? Help him!",-0.9698805212974548
11533,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,My son.,0.9938991665840149
11534,2014-04-13,Season 4,Episode 2,The Lion and the Rose,man,He's gone. Our king is gone.,-0.9991362690925598
11535,2014-04-13,Season 4,Episode 2,The Lion and the Rose,cersei lannister,"He did this. He poisoned my son, your king. Take him. Take him! Take him! Take him!",-0.9797260761260986
11536,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,You did this. You did this!,0.9984961748123169
11537,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,We have to leave.,-0.9963607788085938
11538,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Take him! Take him!,0.9974459409713745
11539,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Where is his wife? Where's Sansa?,-0.9966154098510742
11540,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,Find her. Bar the gates of the city. Seize every ship in the harbor.,0.6579321622848511
